date,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,initial_purchase_kwh,final_purchase_kwh,emergency_kwh,charge_kwh,discharge_kwh,curtail_kwh,start_soc_kwh,end_soc_kwh
2025-03-01,15908.868370000666,0.0,0.0,15908.868370000666,37746.556954363215,37746.556954363215,0.0,18216.45398481859,14755.327727703057,10626.664763914352,10800.0,10800.0
2025-03-02,43175.22471437245,0.0,47584.20283530321,90759.42754967566,68002.25633682874,68002.25633682874,7688.981708391131,18476.75172634604,15190.751945383372,46.93119759053525,10800.0,10550.463281063247
2025-03-03,49761.05769322616,0.0,7642.518539045743,57403.5762322719,76604.43747916406,76604.43747916406,1263.5506552332272,23734.071673134134,19069.011797245614,1185.7816251754323,10550.463281063247,10723.336901055505
2025-03-04,50128.70404245979,0.0,0.0,50128.70404245979,77012.09746845027,77012.09746845027,0.0,22814.945040029415,18411.10869337378,3408.8031884613138,10723.336901055505,10800.0
2025-03-05,48750.649360173324,0.0,15.835160000000387,48766.484520173326,76342.7262400214,76342.7262400214,3.286666666666747,21662.724395668898,17546.806760491807,6099.623254844303,10800.0,10800.0
2025-03-06,47301.32795758796,0.0,674.4081400983385,47975.7360976863,74393.42160090138,74393.42160090138,106.40384425771583,21374.426705990805,17313.28563185256,4498.0302376875115,10800.0,10800.0
2025-03-07,18440.259738648238,0.0,0.0,18440.259738648238,42507.8995444209,42507.8995444209,0.0,15169.639480328875,12287.407979066387,18703.382509825075,10800.0,10800.0
2025-03-08,15586.470381763558,0.0,0.0,15586.470381763558,37093.56338990032,37093.56338990032,0.0,18242.736946766643,14776.616926880988,14564.303853347998,10800.0,10800.0
2025-03-09,39869.38354166332,0.0,16571.905403546545,56441.28894520987,65599.9516632178,65599.9516632178,2791.752012141867,21654.371896679113,17702.96384884918,1106.7705775297306,10800.0,10618.974874956562
2025-03-10,46463.23593024847,0.0,5445.870593059028,51909.1065233075,71981.12400327856,71981.12400327856,849.7186459034915,22390.85960278693,17973.673665718314,371.5852621134384,10618.974874956562,10800.0
2025-03-11,46341.3503346209,0.0,37.166278180881974,46378.51661280179,73251.75950590744,73251.75950590744,5.624862380761556,20640.423647291558,16718.74315430617,5396.785075302806,10800.0,10800.0
2025-03-12,44990.28108956208,0.0,0.0,44990.28108956208,71714.70744548523,71714.70744548523,0.0,20548.710296839177,16644.455340439737,5374.917805752455,10800.0,10800.0
2025-03-13,44719.58229315075,0.0,12317.02998030959,57036.61227346034,70123.71744407776,70123.71744407776,1954.8739579329947,20292.55450729376,16436.969150907942,677.3880289582785,10800.0,10800.0
2025-03-14,18282.782778982488,0.0,0.0,18282.782778982488,41974.59154787751,41974.59154787751,0.0,15257.571814270275,12358.633169558925,23046.226919832836,10800.0,10800.0
2025-03-15,15584.685214121615,0.0,0.0,15584.685214121615,36300.2566527842,36300.2566527842,0.0,18764.263258968356,15199.053239764366,11810.921483580218,10800.0,10800.0
2025-03-16,38672.4419242014,0.0,25775.351699746807,64447.79362394821,63882.806577934636,63882.806577934636,4235.0697412024365,20536.58231758308,16868.600332512266,1098.847400732927,10800.0,10540.034827477817
2025-03-17,43489.73724443148,0.0,0.0,43489.73724443148,71246.9295660436,71246.9295660436,0.0,19802.573146348175,15806.115593272061,9392.340579634172,10540.034827477817,10800.0
2025-03-18,41854.435446519405,0.0,3256.024794280419,45110.460240799825,67873.5798497956,67873.5798497956,625.8943900303709,21538.849814193207,17446.4683494965,3281.134408462606,10800.0,10800.0
2025-03-19,42429.51631775174,0.0,0.0,42429.51631775174,69117.54258895015,69117.54258895015,0.0,20950.450550028014,16969.8649455227,5671.486534444829,10800.0,10800.0
2025-03-20,42271.240747726486,0.0,656.2783069747683,42927.51905470125,68229.05680749682,68229.05680749682,99.22562851145574,21093.029986391077,17085.354288976774,2111.6449219273068,10800.0,10800.0
2025-03-21,16770.42575044949,0.0,0.0,16770.42575044949,39635.71709049099,39635.71709049099,0.0,16762.38080211419,13577.528449712496,24417.400221422624,10800.0,10800.0
2025-03-22,14490.957940131942,0.0,0.0,14490.957940131942,34823.47011465799,34823.47011465799,0.0,18589.32607591943,15057.35412149474,15410.298426899964,10800.0,10800.0
2025-03-23,36404.45824381166,0.0,14987.804367663366,51392.26261147503,60836.45161891423,60836.45161891423,2677.8469681374877,21262.148085747835,17326.859003647245,809.2893882844634,10800.0,10683.867717565001
2025-03-24,40984.266587228834,0.0,0.0,40984.266587228834,66800.7652052762,66800.7652052762,0.0,21705.84237817477,17477.213272130066,4573.639015898174,10683.867717565001,10800.0
2025-03-25,40689.138606665,0.0,0.0,40689.138606665,66191.3368567801,66191.3368567801,0.0,22477.944968586664,18207.135424555196,970.4025960819592,10800.0,10800.0
2025-03-26,40542.063989744405,0.0,0.0,40542.063989744405,67108.21515007119,67108.21515007119,0.0,20875.036931697214,16908.779914674746,7549.403266382065,10800.0,10800.0
2025-03-27,39644.98121710013,0.0,0.0,39644.98121710013,65209.949676368626,65209.949676368626,0.0,20931.100858756807,16954.191695593014,2516.05111320484,10800.0,10800.0
2025-03-28,15769.349457240804,0.0,0.0,15769.349457240804,37362.05823638121,37362.05823638121,0.0,17516.720415583935,14188.543536622983,23212.000590753592,10800.0,10800.0
2025-03-29,13624.911495685585,0.0,0.0,13624.911495685585,33610.904155375254,33610.904155375254,0.0,19016.664138542576,15403.497952219492,22290.528785718838,10800.0,10800.0
2025-03-30,33347.766297146685,0.0,16138.640587109912,49486.4068842566,56674.959891355786,56674.959891355786,2754.5619579703434,20875.018800728896,16995.88114232527,204.7644909225046,10800.0,10703.204540294595
2025-03-31,38264.69526243756,0.0,0.0,38264.69526243756,63269.64095468774,63269.64095468774,0.0,20841.49222133763,16794.492785548624,2271.2520355653974,10703.204540294595,10800.0
2025-04-01,39338.25615482099,0.0,4975.402794696611,44313.6589495176,63758.10125808888,63758.10125808888,755.2306438266794,20130.734115564555,16305.894633607288,479.64090329162633,10800.0,10800.0
2025-04-02,38754.75950387022,0.0,10514.226032229919,49268.98553610014,64342.15146162613,64342.15146162613,1935.4046713437172,21359.30765186055,17301.03919800705,1783.9522791163452,10800.0,10800.0
2025-04-03,39887.508305597956,0.0,0.0,39887.508305597956,65710.0566943755,65710.0566943755,0.0,20798.103611913488,16846.46392564993,5894.88674144526,10800.0,10800.0
2025-04-04,14683.796758563425,0.0,0.0,14683.796758563425,35679.204100340605,35679.204100340605,0.0,17653.542955003428,14299.369793552774,25894.228688889947,10800.0,10800.0
2025-04-05,13360.373034497254,0.0,0.0,13360.373034497254,32596.000012997752,32596.000012997752,0.0,19134.550337344255,15498.985773248849,16916.320465569013,10800.0,10800.0
2025-04-06,34677.81072035689,0.0,7950.631046139833,42628.44176649672,58349.215180823674,58349.215180823674,1374.4759226447409,21485.68380649885,17403.403883264076,1231.3349135669687,10800.0,10800.0
2025-04-07,37738.66553781691,0.0,0.0,37738.66553781691,62965.89510161075,62965.89510161075,0.0,19792.448442295674,16031.883238259497,5962.610614241238,10800.0,10800.0
2025-04-08,37050.37304317198,0.0,803.6592896431899,37854.03233281517,62537.104165690536,62537.104165690536,150.84190275714693,21523.458134053508,17434.001088583347,4245.2954063108655,10800.0,10800.0
2025-04-09,37528.4274949601,0.0,8892.850767648835,46421.27826260894,62105.877195552195,62105.877195552195,1371.5476655859566,19747.809266663357,15995.725505997318,591.0300838054516,10800.0,10800.0
2025-04-10,38365.72290113778,0.0,0.0,38365.72290113778,64589.70224458462,64589.70224458462,0.0,20882.36497168305,16914.715627063277,6161.414999964844,10800.0,10800.0
2025-04-11,14336.392161554755,0.0,0.0,14336.392161554755,34854.677344704476,34854.677344704476,0.0,17872.006058225932,14476.324907163003,26142.346026974883,10800.0,10800.0
2025-04-12,12851.55708312678,0.0,0.0,12851.55708312678,31974.974214980517,31974.974214980517,0.0,18589.134928985888,15057.199292478566,19417.878028473202,10800.0,10800.0
2025-04-13,33088.89908266335,0.0,14698.27831424875,47787.1773969121,55862.74047512482,55862.74047512482,2350.2194423420915,20088.63762312166,16302.967339912222,150.93115092414178,10800.0,10765.365705351467
2025-04-14,36246.60026564053,0.0,0.0,36246.60026564053,61041.05395895144,61041.05395895144,0.0,21103.653008467783,17062.788071675222,4472.157222158875,10765.365705351467,10800.0
2025-04-15,35731.91128527255,0.0,0.0,35731.91128527255,61194.29749858602,61194.29749858602,0.0,18926.625054766486,15330.566294360853,7458.809904847061,10800.0,10800.0
2025-04-16,36130.50793689574,0.0,0.0,36130.50793689574,60370.24411014825,60370.24411014825,0.0,21513.24551497991,17425.728867133723,503.1355123020696,10800.0,10800.0
2025-04-17,36280.52446636146,0.0,0.0,36280.52446636146,61798.665451129855,61798.665451129855,0.0,20339.720197478327,16475.173359957444,5065.776263608975,10800.0,10800.0
2025-04-18,13715.212463102149,0.0,0.0,13715.212463102149,33979.223632186884,33979.223632186884,0.0,17829.495061463538,14441.890999785466,24237.502387175475,10800.0,10800.0
2025-04-19,12146.491770333301,0.0,0.0,12146.491770333301,31084.168099612143,31084.168099612143,0.0,19196.03842678256,15548.791125693871,20652.241548523452,10800.0,10800.0
2025-04-20,32048.801751516035,0.0,9371.254097462355,41420.05584897839,54329.429193096286,54329.429193096286,1504.556650855502,20453.90559158554,16641.891066011776,64.22643504469522,10800.0,10717.524959080572
2025-04-21,34754.67059140525,0.0,0.0,34754.67059140525,59816.58854860749,59816.58854860749,0.0,20273.76644031934,16347.523279831184,7373.435004786004,10717.524959080572,10800.0
2025-04-22,34968.70616985351,0.0,0.0,34968.70616985351,58431.882075098976,58431.882075098976,0.0,19876.994350945264,16100.365424265667,2502.323831752723,10800.0,10800.0
2025-04-23,35505.537460339154,0.0,0.0,35505.537460339154,60215.79777037899,60215.79777037899,0.0,19445.912222765364,15751.188900439944,5121.157731386911,10800.0,10800.0
2025-04-24,34683.4120981733,0.0,0.0,34683.4120981733,58968.42340026063,58968.42340026063,0.0,19025.09699471628,15410.328565720187,8263.54827126455,10800.0,10800.0
2025-04-25,12936.58592437469,0.0,0.0,12936.58592437469,32902.58651007659,32902.58651007659,0.0,17689.530874499756,14328.520008344805,27541.217993921637,10800.0,10800.0
2025-04-26,11977.296193277827,0.0,0.0,11977.296193277827,30084.22045294178,30084.22045294178,0.0,19030.885002977247,15415.01685241157,26398.158669042765,10800.0,10800.0
2025-04-27,29600.850708848553,0.0,17858.374959842255,47459.22566869081,50098.58045950898,50098.58045950898,2959.9598608464576,21448.05051840342,17486.32007773761,523.3386963562959,10800.0,10674.000935743514
2025-04-28,33630.079009456065,0.0,26495.241067681618,60125.32007713769,56370.71698004027,56370.71698004027,4181.12823723132,16593.125352632833,13327.032377801754,663.7849257738519,10674.000935743514,10800.0
2025-04-29,34722.09967665547,0.0,99.0092980142388,34821.1089746697,60128.31375851208,60128.31375851208,14.960607134215593,18874.367905429073,15288.238003397553,9123.930746948114,10800.0,10800.0
2025-04-30,33336.313331710604,0.0,0.0,33336.313331710604,57381.09779235329,57381.09779235329,0.0,19081.478690120315,15455.997738997454,5498.7624078970985,10800.0,10800.0
2025-05-01,33863.698833599374,0.0,12545.136624933966,46408.83545853334,55866.42332602414,55866.42332602414,1965.6559188996882,20286.60222844451,16966.291536043715,3500.3897525230345,10800.0,10206.506965551494
2025-05-02,14701.667669438912,0.0,0.0,14701.667669438912,33879.069359331,33879.069359331,0.0,19537.04868609185,15290.86570473075,15342.56629463656,10206.506965551494,10800.0
2025-05-03,12899.887866675841,0.0,1545.7506557041563,14445.638522379997,30989.256866216634,30989.256866216634,347.38626263849085,20378.945609378057,16591.328778584986,18681.85464806205,10800.0,10706.241294456937
2025-05-04,31865.996958932483,0.0,16573.59642077593,48439.593379708414,52255.213098707856,52255.213098707856,2689.792033308847,19124.52468835732,15914.186889673956,0.0,10706.241294456937,10235.88363656302
2025-05-05,35383.78377386555,0.0,11695.963663860273,47079.747437725826,58567.891722707136,58567.891722707136,1797.7055782288776,21162.396112388684,16857.233010141128,984.4273986884629,10235.88363656302,10551.78123755603
2025-05-06,36285.55189948667,0.0,4626.914410459494,40912.46630994617,59186.19921113155,59186.19921113155,740.9991740149535,21340.846715967396,17444.432899302017,3160.702201814458,10551.78123755603,10375.840060479997
2025-05-07,36265.47215681286,0.0,11621.90230290759,47887.37445972045,59772.73640293382,59772.73640293382,1731.304916306686,20712.585665020077,16568.36715722626,2291.976861446701,10375.840060479997,10607.870317635547
2025-05-08,37253.53230669222,0.0,1781.7183478238012,39035.25065451602,60051.49209922516,60051.49209922516,285.0354037627162,20762.403829732968,16789.538718303098,537.1499915580115,10607.870317635547,10638.990744058445
2025-05-09,15892.52150097998,0.0,0.0,15892.52150097998,36104.787723021815,36104.787723021815,0.0,17862.82758012791,14323.982009556203,24066.55630245011,10638.990744058445,10800.0
2025-05-10,14172.261338052023,0.0,0.0,14172.261338052023,32378.19269943531,32378.19269943531,0.0,19408.50190997559,15720.88654708023,16569.532053206618,10800.0,10800.0
2025-05-11,32555.07552609602,0.0,33856.46960743005,66411.54513352607,53648.90391106604,53648.90391106604,5111.045822192096,18327.411436671522,15178.791360393447,127.25057364672818,10800.0,10429.34655923387
2025-05-12,37997.92697390882,0.0,2124.6548372169777,40122.5818111258,61923.05035475966,61923.05035475966,327.35333120859576,17401.71774604752,13761.803277608979,6679.293984196376,10429.34655923387,10800.0
2025-05-13,36471.18473303593,0.0,374.3850090721799,36845.56974210811,59615.99033561024,59615.99033561024,58.6066551234871,19969.82893392561,16175.561436479747,2751.116726621196,10800.0,10800.0
2025-05-14,36713.07108968992,0.0,332.1270768161582,37045.198166506074,60953.73605194033,60953.73605194033,48.60429599798556,18957.51227144606,15414.642624170649,4445.32191732958,10800.0,10734.380350778514
2025-05-15,37498.3050766559,0.0,0.0,37498.3050766559,60568.25847697281,60568.25847697281,0.0,19796.420742875263,15976.043117429626,3982.8225681938447,10734.380350778514,10800.0
2025-05-16,16684.17856109761,0.0,0.0,16684.17856109761,37257.35767004447,37257.35767004447,0.0,17176.61125522291,13913.05511673056,31278.294998218786,10800.0,10800.0
2025-05-17,14447.539846397012,0.0,0.0,14447.539846397012,32892.878302598576,32892.878302598576,0.0,20079.26610808148,16264.205547545998,18629.018658729765,10800.0,10800.0
2025-05-18,32415.783836482653,0.0,24026.5572417604,56442.34107824306,53466.20861684408,53466.20861684408,3725.9985839096707,18774.369907342934,15329.274880955807,70.9440743666297,10800.0,10664.405271102187
2025-05-19,36921.9305646389,0.0,550.829460833334,37472.76002547223,61460.94854216743,61460.94854216743,79.23650000000009,18114.624674278257,14550.810730157362,10461.15454804654,10664.405271102187,10800.0
2025-05-20,36026.25312366232,0.0,1232.9168467060035,37259.16997036832,58854.78181956486,58854.78181956486,184.81727157267233,19279.271824870204,15616.210178144865,849.1426277455231,10800.0,10800.0
2025-05-21,37683.32155413821,0.0,0.0,37683.32155413821,61361.88341081975,61361.88341081975,0.0,17845.356610757557,14454.738854713622,6608.650371442487,10800.0,10800.0
2025-05-22,37500.83639373286,0.0,0.0,37500.83639373286,60613.51092261032,60613.51092261032,0.0,18463.566576263554,14955.48892677348,6288.802456453583,10800.0,10800.0
2025-05-23,16197.682559168254,0.0,0.0,16197.682559168254,36441.38053054195,36441.38053054195,0.0,18090.595196639275,14653.382109277816,26583.21855984715,10800.0,10800.0
2025-05-24,14654.163617857663,0.0,0.0,14654.163617857663,33212.66106871616,33212.66106871616,0.0,19545.56662060151,15831.908962687223,25744.502027468538,10800.0,10800.0
2025-05-25,33196.585249721735,0.0,4926.4002814083515,38122.985531130085,53652.54881725831,53652.54881725831,734.0586789380249,21468.543161122285,17389.519960509053,1762.5741122497657,10800.0,10800.0
2025-05-26,36763.685560502934,0.0,0.0,36763.685560502934,59738.213804197345,59738.213804197345,0.0,19564.29164838759,15847.07623519396,1441.1654410037136,10800.0,10800.0
2025-05-27,37666.03478989095,0.0,0.0,37666.03478989095,61673.17492491874,61673.17492491874,0.0,17763.13982579163,14388.143258891218,8907.81105801833,10800.0,10800.0
2025-05-28,37124.476585900185,0.0,0.0,37124.476585900185,59931.01126641556,59931.01126641556,0.0,19287.556161773908,15622.920491036863,3992.5514956785237,10800.0,10800.0
2025-05-29,37902.341461903816,0.0,119.80442173333444,38022.14588363715,61431.823847041014,61431.823847041014,17.817433333333497,19384.99299436524,15701.844325435846,3656.3691114449557,10800.0,10800.0
2025-05-30,16916.785101164052,0.0,0.0,16916.785101164052,36519.22770331918,36519.22770331918,0.0,17866.930929334005,14472.214052760537,26528.27756007904,10800.0,10800.0
2025-05-31,14458.257080965817,0.0,0.0,14458.257080965817,33488.30143374876,33488.30143374876,0.0,19732.23591318028,15983.111089676031,21349.995060244513,10800.0,10800.0
2025-06-01,37204.56776936517,0.0,100306.07307735707,137510.64084672224,55770.983809076504,55770.983809076504,16776.346970718412,11418.479311321526,10095.9748315266,0.0,10800.0,9858.88156738204
2025-06-02,44972.90017260084,0.0,38765.09495523286,83737.99512783371,68243.31791877784,68243.31791877784,5796.018504658939,20650.849995382472,16433.836090277142,1181.5150683314519,9858.88156738204,10184.828685140548
2025-06-03,45532.08119286928,0.0,27554.047893433955,73086.12908630323,68370.56153424318,68370.56153424318,4280.685885409672,20424.328223561435,16371.029042460636,405.58140521872804,10184.828685140548,10376.691816945136
2025-06-04,46787.43262438846,0.0,26768.783374162627,73556.21599855108,69627.15438963253,69627.15438963253,3906.662845424151,19725.14590465912,16002.03193148764,165.44244521854284,10376.691816945136,10349.287651707638
2025-06-05,48080.891334619824,0.0,27127.907830548604,75208.79916516843,71311.41474550965,71311.41474550965,4124.211116418456,21496.734055842164,17430.769217737965,220.34300715725772,10349.287651707638,10328.8269489234
2025-06-06,22831.34223897318,0.0,0.0,22831.34223897318,43326.029776286705,43326.029776286705,0.0,19036.886049651766,14995.821954248993,8429.970280883928,10328.8269489234,10800.0
2025-06-07,20149.296096179307,0.0,0.0,20149.296096179307,39023.86277621642,39023.86277621642,0.0,20999.751604837405,17009.7987999183,3907.3968046306463,10800.0,10800.0
2025-06-08,45842.869897571014,0.0,14847.77133338974,60690.641230960755,69489.4143272714,69489.4143272714,2236.590709532841,20379.95367704375,16903.237184895122,3064.3652779889535,10800.0,10360.58365945591
2025-06-09,50882.92899443859,0.0,12184.367903918666,63067.29689835726,74913.22875342655,74913.22875342655,1722.8685741939203,22415.94966152092,17761.444519342273,1048.8794521084926,10360.58365945591,10800.0
2025-06-10,52717.50168931861,0.0,180.46485992211413,52897.96654924072,77434.52704662833,77434.52704662833,26.168729016689213,22570.296038644963,18363.04529468205,1635.0007983487803,10800.0,10709.882774022633
2025-06-11,53294.293051430905,0.0,23071.857320444073,76366.15037187497,78692.4345939296,78692.4345939296,3584.287854181851,22743.177177460144,18340.868010363083,1789.9669643477314,10709.882774022633,10800.0
2025-06-12,56082.995974478734,0.0,0.0,56082.995974478734,81287.9534059008,81287.9534059008,0.0,20482.228618510446,16590.60518099347,4943.938535050499,10800.0,10800.0
2025-06-13,28138.644403321494,0.0,0.0,28138.644403321494,53946.12202043667,53946.12202043667,0.0,12635.363648813864,10234.644555539231,23200.089227162043,10800.0,10800.0
2025-06-14,23568.828546335237,0.0,0.0,23568.828546335237,44464.10536662525,44464.10536662525,0.0,16464.50643544556,13336.2502127109,15142.506393890588,10800.0,10800.0
2025-06-15,46344.01932931875,0.0,36287.78889300689,82631.80822232564,69269.72770378442,69269.72770378442,5380.851164806269,19726.305510743863,16052.899710836868,350.19873535036254,10800.0,10717.11972540629
2025-06-16,56695.73859744014,0.0,206.21159404959548,56901.950191489734,82021.37261270206,82021.37261270206,30.375715370122293,21720.927963977036,17519.359403687064,5156.126951115548,10717.11972540629,10800.0
2025-06-17,57578.31856852179,0.0,271.07235506913725,57849.39092359093,83286.42307191089,83286.42307191089,38.258660229384645,21847.77039178979,17696.694017349728,4536.594141033563,10800.0,10800.0
2025-06-18,58937.98925899051,0.0,0.0,58937.98925899051,84978.7690176107,84978.7690176107,0.0,19304.04816481297,15636.279013498503,10382.608966296231,10800.0,10800.0
2025-06-19,56476.86340398161,0.0,499.63741860640823,56976.500822588016,83088.18724033027,83088.18724033027,72.41485122455288,20070.147958817906,16256.819846642504,11087.769779379418,10800.0,10800.0
2025-06-20,28361.659092370028,0.0,0.0,28361.659092370028,54331.74129098559,54331.74129098559,0.0,10286.68355137601,8332.21367661457,29976.69056622416,10800.0,10800.0
2025-06-21,22449.11021717706,0.0,0.0,22449.11021717706,44024.516577257964,44024.516577257964,0.0,17143.72788517105,13886.419586988552,21432.467879075462,10800.0,10800.0
2025-06-22,47938.97011727601,0.0,7475.458457199922,55414.42857447593,71484.37309325548,71484.37309325548,1089.0290663444862,21770.48302607695,17634.091251122332,979.6692846453391,10800.0,10800.0
2025-06-23,56472.88543080951,0.0,0.0,56472.88543080951,82995.6837041453,82995.6837041453,0.0,19814.224612419133,16049.521936059507,12169.69502778568,10800.0,10800.0
2025-06-24,57878.24919353421,0.0,5919.348241788671,63797.59743532288,82337.39027916246,82337.39027916246,1092.090183364567,23612.045473134764,19125.75683323916,2674.399572631426,10800.0,10800.0
2025-06-25,59225.74786904763,0.0,0.0,59225.74786904763,86609.25947234768,86609.25947234768,0.0,20252.3050405982,16404.367082884546,12323.900147967375,10800.0,10800.0
2025-06-26,56788.67443283383,0.0,68.08873798288374,56856.76317081672,84324.12510782674,84324.12510782674,9.65181628504979,20226.301393517315,16383.304128749023,12943.395826010164,10800.0,10800.0
2025-06-27,26039.03898580468,0.0,0.0,26039.03898580468,51474.612033144076,51474.612033144076,0.0,12019.06899497303,9735.445885928159,29419.34305743254,10800.0,10800.0
2025-06-28,22151.799631436734,0.0,0.0,22151.799631436734,43438.820399154494,43438.820399154494,0.0,17722.34649666737,14355.100662300574,18294.648448121032,10800.0,10800.0
2025-06-29,52312.45378273232,0.0,0.0,52312.45378273232,77199.64731340803,77199.64731340803,0.0,22147.53642471847,17939.504504021963,3723.8468593781977,10800.0,10800.0
2025-06-30,58072.61844886935,0.0,0.0,58072.61844886935,84926.8406049493,84926.8406049493,0.0,19725.55370655677,15977.698502310981,11301.30141737019,10800.0,10800.0
2025-07-01,63641.57174283289,0.0,8054.75858279953,71696.33032563243,85721.41564564765,85721.41564564765,1074.1918426555103,22617.292628179213,18822.16384386306,4133.934670653673,10800.0,10242.047983291232
2025-07-02,62939.75073632607,0.0,5168.86458703677,68108.61532336284,85647.31222975753,85647.31222975753,645.8645141247778,19342.992685088066,15506.080204881775,9551.497897009362,10242.047983291232,10421.763394446287
