hour,load,pv,purchase,net_discharge,soc
12.333333333333334,914.3048333333332,1259.0312,488.6069666666666,-833.3333333333333,8393.792100000004
12.5,910.3937999999999,1245.4564,498.27073333333317,-833.3333333333333,9143.792100000004
12.666666666666666,927.6844333333333,1232.2361999999998,0.0,-304.5517666666665,9417.888690000003
12.833333333333334,954.2924666666665,1218.79965,0.0,-264.5071833333334,9655.945155000003
13.0,956.5826166666667,1199.0901666666666,0.0,-242.50754999999992,9874.201950000002
13.166666666666666,952.4472666666667,1175.5228499999998,0.0,-223.07558333333316,10074.969975000002
13.333333333333334,952.9750833333333,1151.7343999999998,0.0,-198.75931666666656,10253.853360000001
13.5,951.3747666666666,1128.7345833333334,0.0,-177.3598166666668,10413.477195000001
13.666666666666666,949.4863666666666,1101.2266666666665,0.0,-151.74029999999982,10550.043465
13.833333333333334,948.7163833333334,1068.7514166666665,0.0,-120.0350333333331,10658.074995
14.0,947.8548499999999,1035.6693,0.0,-87.81445000000008,10737.108
14.166666666666666,946.4936666666667,1000.1185333333333,0.0,-53.62486666666655,10785.37038
14.333333333333334,944.9084666666665,961.1636,0.0,-16.255133333333447,10800.0
14.5,944.0324666666667,920.2511,0.0,23.781366666666713,10773.57625925926
14.666666666666666,945.4501833333334,878.1301666666666,0.0,67.32001666666679,10698.77624074074
14.833333333333334,947.0423999999999,834.9525333333332,112.0898666666667,0.0,10698.77624074074
15.0,944.8365833333334,790.5747333333334,266.73269362139905,-112.47084362139907,10800.0
15.166666666666666,942.7275166666666,745.204,197.52351666666664,0.0,10800.0
15.333333333333334,942.8477833333333,698.03375,244.8140333333332,0.0,10800.0
15.5,943.7668,648.2321833333333,295.5346166666667,0.0,10800.0
15.666666666666666,944.8766,599.0990999999999,345.77750000000015,0.0,10800.0
15.833333333333334,945.57945,550.6479666666667,394.9314833333333,0.0,10800.0
16.0,945.1691000000001,499.73744999999997,445.4316500000001,-0.0,10800.0
16.166666666666668,943.5987666666666,447.90218333333337,495.69658333333325,-0.0,10800.0
16.333333333333332,944.3153666666667,397.1963166666667,547.11905,-0.0,10800.0
16.5,948.1728666666666,348.18743333333333,599.9854333333333,-0.0,10800.0
16.666666666666668,933.9435666666666,298.5138166666667,635.4297499999999,-0.0,10800.0
16.833333333333332,911.1187333333334,250.28805,660.8306833333334,-0.0,10800.0
17.0,911.2323166666666,209.19538333333333,702.0369333333333,-0.0,10800.0
17.166666666666668,910.7878333333333,172.72205,738.0657833333333,-0.0,10800.0
17.333333333333332,915.4076333333334,139.46291666666667,775.9447166666666,-0.0,10800.0
17.5,936.9551333333334,110.87188333333333,826.08325,0.0,10800.0
17.666666666666668,848.5354333333332,86.11263333333332,762.4227999999999,-0.0,10800.0
17.833333333333332,701.4281333333333,64.44551666666666,636.9826166666667,-0.0,10800.0
18.0,687.1268499999999,45.96554999999999,531.8940499999999,109.26725000000005,10678.591944444444
18.166666666666668,709.3226333333333,30.492099999999997,678.8305333333333,0.0,10678.591944444444
18.333333333333332,704.3254,18.0569,686.2684999999999,0.0,10678.591944444444
18.5,705.5563999999999,9.052016666666667,696.5043833333333,0.0,10678.591944444444
18.666666666666668,707.7437499999999,3.1094833333333334,0.0,704.6342666666666,9895.664981481481
18.833333333333332,706.5299166666666,0.04588333333333333,0.0,706.4840333333333,9110.682722222222
19.0,707.4447333333333,0.038266666666666664,0.0,707.4064666666666,8324.675537037037
19.166666666666668,708.6531166666666,0.10011666666666666,0.0,708.553,7537.394425925927
19.333333333333332,709.4468833333333,0.0,0.0,709.4468833333333,6749.120111111112
19.5,711.23245,0.0,0.0,711.23245,5958.861833333334
19.666666666666668,711.6625,0.0,0.0,711.6625,5168.125722222223
19.833333333333332,711.4450333333332,0.0,0.0,711.4450333333332,4377.631240740741
20.0,713.7040833333333,0.0,0.0,713.7040833333333,3584.626703703704
20.166666666666668,715.28415,0.0,0.0,715.28415,2789.8665370370372
20.333333333333332,715.22685,0.0,0.0,715.22685,1995.170037037037
20.5,715.6530333333333,0.0,0.0,715.6530333333333,1200.0
20.666666666666668,715.8689166666666,0.0,715.8689166666666,-0.0,1200.0
20.833333333333332,717.0051166666667,0.0,717.0051166666667,0.0,1200.0
21.0,720.1603,0.0,720.1603,0.0,1200.0
21.166666666666668,717.0548666666666,0.0,717.0548666666666,0.0,1200.0
21.333333333333332,720.4459666666667,0.0,720.4459666666667,0.0,1200.0
21.5,738.1347166666666,0.0,738.1347166666666,-0.0,1200.0
21.666666666666668,671.6935666666666,0.0,671.6935666666666,-0.0,1200.0
21.833333333333332,560.4569833333333,0.0,1393.7903166666665,-833.3333333333333,1950.0
22.0,551.5655666666667,0.0,1384.8989,-833.3333333333333,2700.0
22.166666666666668,568.8260499999999,0.0,568.8260499999999,0.0,2700.0
22.333333333333332,563.6552166666667,0.0,1396.98855,-833.3333333333333,3450.0
22.5,564.4265333333333,0.0,1397.7598666666665,-833.3333333333333,4200.0
22.666666666666668,566.7474333333332,0.0,566.7474333333332,0.0,4200.0
22.833333333333332,566.5404333333333,0.0,1399.8737666666666,-833.3333333333333,4950.0
23.0,567.83015,0.0,567.83015,0.0,4950.0
23.166666666666668,569.3586333333333,0.0,902.6919666666665,-333.3333333333333,5250.0
23.333333333333332,570.3301833333333,0.0,1403.6635166666665,-833.3333333333333,6000.0
23.5,571.6153833333333,0.0,571.6153833333333,0.0,6000.0
23.666666666666668,573.1768333333333,0.0,573.1768333333333,0.0,6000.0
23.833333333333332,574.1209833333332,0.0,574.1209833333332,0.0,6000.0
