hour,actual_net_load,forecast_net_load,planned_purchase
8.666666666666666,-229.76293333333342,-212.5582401116227,0.0
8.833333333333334,-182.57583333333332,-165.36093649337772,0.0
9.0,-160.17538333333334,-213.748825856778,0.0
9.166666666666666,-214.96996666666678,-256.8267039531812,0.0
9.333333333333334,-328.2854166666667,-262.2081996262949,0.0
9.5,-421.11823333333336,-295.41967380641313,0.0
9.666666666666666,-449.5261833333334,-320.31870476298377,0.0
9.833333333333334,-440.56624999999997,-334.7304804604282,0.0
10.0,-460.63086666666663,-377.53489378878044,0.0
10.166666666666666,-489.0171333333333,-411.0473995482856,0.0
10.333333333333334,-516.5129166666667,-427.96938645140017,0.0
10.5,-561.1812333333335,-457.4077465959249,0.0
10.666666666666666,-612.9263166666666,-474.8891147635045,0.0
10.833333333333334,-620.1483333333333,-477.8540892795936,0.0
11.0,-560.1608333333334,-489.18567591108877,0.0
11.166666666666666,-647.0425166666666,-491.10588605554005,0.0
11.333333333333334,-807.4108333333332,-478.2981458385998,0.0
11.5,-745.92895,-466.4375935400076,0.0
11.666666666666666,-658.8928833333334,-462.24508067986267,0.0
11.833333333333334,-672.33875,-450.8811254915096,0.0
12.0,-718.1202666666666,-420.47876101800614,0.0
12.166666666666666,-741.4567166666668,-442.20565809680807,0.0
12.333333333333334,-742.40875,-491.476458557662,0.0
12.5,-757.6472166666668,-467.53388991468773,0.0
12.666666666666666,-771.6880166666667,-429.3982300320524,0.0
12.833333333333334,-726.9316666666666,-422.2662541315317,0.0
13.0,-597.1579833333333,-428.11278887937885,0.0
13.166666666666666,-582.0512833333333,-399.3269307619919,0.0
13.333333333333334,-625.2662499999999,-352.0287053734893,0.0
13.5,-477.5871333333332,-346.383890985823,0.0
13.666666666666666,-358.2528000000001,-339.1690445369451,0.0
13.833333333333334,-349.0583333333333,-317.81676242287904,0.0
14.0,-315.65121666666664,-311.3082050647871,0.0
14.166666666666666,-288.67764999999997,-287.59287081772175,0.0
14.333333333333334,-288.4579166666666,-241.67140502876646,0.0
14.5,-289.5348999999999,-206.12861545420924,0.0
14.666666666666666,-299.46608333333336,-190.96495056976335,0.0
14.833333333333334,-300.13041666666663,-173.511747172877,0.0
15.0,-256.8200666666668,-125.06935413908138,11.739524026477397
15.166666666666666,-204.7881666666666,-95.47534393763306,43.48878056924479
15.333333333333334,-155.9333333333334,-73.8825737842061,53.73750640146852
15.5,-90.65628333333325,-0.6535637095632865,111.54208680916713
15.666666666666666,-27.328983333333326,60.04715325093821,183.4069051098104
15.833333333333334,27.004999999999995,91.37470056070504,220.29227056443972
16.0,78.57155,136.391142284946,266.896434968873
16.166666666666668,103.20429999999999,164.04257939224271,280.07564666263136
16.333333333333332,105.90750000000003,189.40471437780616,308.0741275102139
16.5,115.42403333333334,256.4933960993067,375.2863114179316
16.666666666666668,109.61968333333323,269.16522415172693,370.283546063099
16.833333333333332,102.78124999999994,236.42691805592767,355.5034603960104
17.0,142.62743333333333,268.2274722109343,374.3829165749905
17.166666666666668,212.79499999999996,317.0607430538139,426.42938514033244
17.333333333333332,288.9679166666666,349.4745815940442,461.32604329843895
17.5,353.4701666666666,380.90791966585687,493.86398222040157
17.666666666666668,382.3209166666666,403.44654889419405,503.39114759329163
17.833333333333332,385.9016666666667,424.2916166226895,495.4926976257291
18.0,402.3590333333333,462.6414944983304,138.32535756101373
18.166666666666668,436.62475000000006,500.3993220468524,572.3025613585911
18.333333333333332,481.6816666666667,531.4420404358228,616.003517609506
18.5,530.1291666666666,565.4817298294682,634.572472476188
18.666666666666668,585.4546833333334,590.0699364145912,0.0
18.833333333333332,640.8262499999998,601.4693105247247,0.0
19.0,667.4907,608.809352279032,0.0
19.166666666666668,617.2469166666666,625.793843798651,0.0
19.333333333333332,548.9133333333333,632.3754061712241,0.0
19.5,582.0875666666666,608.2379958679846,0.0
19.666666666666668,581.73875,601.2632224657378,0.0
19.833333333333332,531.6033333333332,621.92560232429,0.0
20.0,558.0394333333334,633.3649721114122,0.0
20.166666666666668,620.8647333333333,625.7778954823248,0.0
20.333333333333332,660.0216666666666,617.7883695291018,0.0
20.5,646.97075,635.0075410978368,0.0
20.666666666666668,585.61195,647.7052089720655,715.0363458036817
20.833333333333332,526.72,639.7939750663287,712.1369658050579
21.0,535.7850999999999,623.9905901834425,691.3968773007115
21.166666666666668,581.5171499999999,616.8556306771078,692.7836861480221
21.333333333333332,618.915,623.8838948253906,704.0627462803136
21.5,619.2412833333333,629.3550596554408,695.9502539487214
21.666666666666668,576.7794666666666,583.3361382917494,651.5448421600975
21.833333333333332,528.28,513.029058596083,1411.047129167845
22.0,526.8737333333333,500.84464809864835,1386.842044065432
22.166666666666668,544.7410833333333,509.62646450019076,1234.4985522993065
22.333333333333332,552.865,513.1135025125607,1408.3348019105583
22.5,546.83985,523.2738101569839,1434.405348715535
22.666666666666668,541.7928999999999,537.6161952816886,1448.0268326738956
22.833333333333332,531.7316666666666,538.9860844438547,1438.4368364740963
23.0,499.8227166666666,514.894887648838,1421.6702715475458
23.166666666666668,486.82904999999994,511.1091560256093,1423.8170294252968
23.333333333333332,498.2166666666667,525.0824244564694,1425.5149979923249
23.5,504.0951666666666,518.546796111252,1416.8697509707754
23.666666666666668,532.2190166666667,557.4939121272729,1455.912821540248
23.833333333333332,606.0233333333333,624.8476090556409,1528.5505402163244
